subjectid,gender,height,weight,handedness,age,race
18481,female,156,56.3,right,19,black
18482,female,168.8,68.6,right,38,black
18484,female,174.5,69.6,left,21,black
18486,female,167.3,63.1,right,28,black
18487,female,166.2,72.9,right,27,black
18488,female,157.6,54.8,right,20,hispanic
18489,female,172,65,right,28,white
18496,female,170.1,70,either,19,white
18498,female,162,58,right,21,black
18499,female,167,73.8,right,18,white
18500,female,163,47.8,right,18,white
18501,female,163.6,58.3,right,20,white
18503,female,171.4,84.9,right,22,pacific_islander
18512,female,170.2,73.2,right,20,black
18513,female,159,60.9,right,18,asian
18522,female,164.3,65.4,right,20,white
18524,female,176.9,83.2,left,33,hispanic
18525,female,154.9,59.1,right,18,white
18526,female,153.3,69.5,right,18,black
18527,female,159.2,60.9,right,19,hispanic
18528,female,160.9,65,right,21,white
18529,female,156.9,55,right,18,white
18530,female,158.6,65.9,right,37,white
18531,female,157.4,70.1,right,42,hispanic
18535,female,161.7,68.9,right,21,hispanic
18538,female,158.9,60.7,right,20,black
18543,female,167.9,73.6,right,23,black
18544,female,170,56.4,right,21,white
18546,female,162.3,56.6,right,20,white
18548,female,167.7,68.1,right,22,black
18549,female,159.8,66,right,19,hispanic
18552,female,162.5,53.6,right,23,black
18553,female,168.5,64.7,right,19,black
18556,female,168.5,77.6,right,33,hispanic
18559,female,162.3,56.3,left,27,black
18560,female,167.4,67.5,right,20,white
18861,female,165.3,60.4,right,21,white
20089,female,158.7,54.2,either,21,white
20090,female,159.5,66.4,right,31,white
20091,female,156.3,74.4,right,22,hispanic
20092,female,167.4,62.1,right,28,white
20093,female,143.9,58.5,right,29,asian
20094,female,171.8,81,right,30,hispanic
20095,female,158.9,51.1,left,24,hispanic
20096,female,164.5,71.7,left,39,white
20098,female,167.7,60.7,right,21,white
20104,female,155.2,59.1,right,20,hispanic
20109,female,152.3,63.6,right,25,hispanic
20110,female,161.2,71.5,right,36,hispanic
20111,female,164.2,57.4,right,43,white
20423,female,173.2,71.6,left,25,white
20425,female,160,54,right,23,hispanic
20429,female,140.9,42.6,right,27,asian
20439,female,162,58.5,right,28,white
20444,female,174.6,82.8,right,22,black
20520,female,168.8,74,right,22,black
20521,female,160.6,76.5,left,19,white
20523,female,165.8,85.2,right,26,white
20544,female,159,67.1,right,27,white
20559,female,178.1,76,right,24,white
20646,female,169,69.5,right,26,white
20647,female,165.4,75.4,right,25,white
20648,female,158.3,66.3,right,22,white
20663,female,152.3,48,right,42,hispanic
20673,female,168.5,83,right,24,black
20679,female,167.2,75.6,right,25,white
20684,female,164.1,78.4,right,45,black
20698,female,164.4,59.4,right,30,white
20699,female,159.7,76.6,right,41,black
20700,female,173.2,67.8,right,38,black
21132,female,152.9,51.7,right,33,asian
21179,female,162,66.2,right,44,white
21182,female,164.3,66.5,right,40,white
21183,female,155.6,61.3,right,28,asian
21185,female,163,72.9,right,45,black
21214,female,161.4,70.1,left,36,white
21215,female,146.4,42.6,right,22,asian
21221,female,174.9,72.9,right,32,black
21223,female,161.8,76.1,left,42,white
21228,female,163.1,71.9,right,39,black
21229,female,170.4,79.4,right,25,white
21231,female,166.9,70.5,right,48,white
21256,female,158.6,72.7,right,41,white
21405,female,160.2,60.9,right,26,white
21411,female,162,80,right,31,black
21414,female,157.5,62.5,right,22,hispanic
21429,female,151.3,76.8,right,29,hispanic
21431,female,157.3,57.8,right,24,black
21432,female,164.9,63.9,right,29,black
21445,female,165.7,74.9,right,36,black
21446,female,153.8,65,right,31,black
21449,female,168.4,63.3,right,41,black
21453,female,155,52.6,right,23,hispanic
21462,female,163,76.6,right,42,white
21463,female,169.3,93.4,left,35,black
21464,female,155.7,66.7,right,30,black
21482,female,162.7,62.2,right,24,hispanic
21501,female,166.6,94.2,right,34,black
21516,female,159.9,64.1,right,26,hispanic
21524,female,154.7,69.2,right,30,black
21525,female,163.6,64.6,right,33,white
21532,female,154.7,52.5,right,43,white
21542,female,162.9,49,right,32,white
21548,female,156,74.9,right,31,black
21556,female,175.1,85.2,right,26,white
21561,female,162.5,77.2,right,36,black
21565,female,157.3,64.3,right,31,black
21569,female,159.9,72.2,right,29,white
21572,female,154.7,69.3,right,31,asian
21587,female,173.5,73.7,right,25,white
21592,female,167,72.5,right,24,white
21593,female,167.8,81.6,right,22,black
21595,female,160.4,57,right,31,native_american
21649,female,163.1,66,right,38,hispanic
21653,female,168.4,80.4,left,40,black
21702,female,171.5,85.2,right,38,white
21704,female,163.5,66.2,left,44,white
21718,female,166.6,70.6,right,29,black
21719,female,170.5,57.7,right,23,black
21720,female,162.9,52.6,right,26,black
21721,female,171.8,80.8,right,24,black
21722,female,162.6,83.4,right,33,black
21723,female,161.6,75,right,24,black
21905,female,160.2,61.9,right,38,white
21943,female,166.7,67.5,right,41,white
21944,female,164.5,70.2,left,41,white
22001,female,167,65.9,right,26,hispanic
22014,female,162.1,71.2,right,42,black
22030,female,172.1,102.8,right,40,black
22035,female,160.6,75.9,right,54,white
22040,female,156.7,65.9,right,23,asian
22041,female,172,64.4,left,28,asian
22043,female,163.9,68.9,right,38,asian
22045,female,173,86.3,right,42,black
22046,female,168.2,94.9,right,37,pacific_islander
22048,female,172,63,right,51,hispanic
22049,female,178.3,106.9,right,44,black
22052,female,164.1,63.9,right,22,hispanic
22053,female,156.8,68.3,right,40,white
22060,female,164,63,right,21,black
22061,female,155.6,71.8,right,24,black
22063,female,164.7,87.4,right,22,black
22064,female,163,75.2,right,25,white
22065,female,158.7,85.2,right,45,black
22067,female,162.7,82.7,right,32,black
22068,female,163.8,55.9,right,27,white
22069,female,164.4,82.1,right,22,black
22070,female,160.3,66.3,right,33,white
22071,female,171.3,63.8,right,20,white
22072,female,172.1,79.9,right,33,black
22073,female,157.3,58.9,right,24,white
22074,female,161.9,76.1,right,22,black
22075,female,152.4,67.2,right,44,black
22077,female,160.5,54.1,left,41,white
22079,female,161.7,69.7,left,22,black
22080,female,160.1,61.6,right,41,black
22081,female,170.3,85.2,right,23,black
22083,female,157.4,58.2,right,33,black
22085,female,159.6,74.2,right,42,black
22086,female,160.2,60.9,right,20,black
22088,female,159.9,69,right,46,white
22089,female,163.2,67.5,right,23,white
22090,female,166,88.6,right,38,white
22091,female,156.8,65.2,right,46,black
22092,female,163.9,82.6,right,45,black
22095,female,159.1,55.6,right,51,black
22096,female,162.8,71.9,right,45,black
22097,female,161.5,82.2,left,52,black
22098,female,168,96.5,right,36,black
22099,female,159,62.4,right,25,black
22101,female,156.3,43.5,right,33,black
22102,female,164.1,75.3,right,39,white
23302,female,171,55.3,right,27,white
23307,female,156.6,57.8,right,20,hispanic
23316,female,157.3,71.3,right,21,black
23318,female,166.9,77.6,right,24,white
23334,female,160.7,65.5,right,29,white
23346,female,163.3,57.8,right,25,black
23347,female,169.9,84.3,right,47,hispanic
23350,female,163.8,67,right,23,white
23363,female,163.4,76.4,right,24,black
23633,female,166,66.3,right,24,black
23647,female,160.4,67.1,right,29,black
23653,female,169.3,70.6,right,24,white
23660,female,159.5,63.6,right,22,white
23662,female,169.4,64.6,right,19,white
23664,female,162.6,65.8,right,28,white
23816,female,161.3,78.9,right,23,white
23837,female,161.4,58.5,right,33,black
23838,female,163,58.9,right,31,asian
23839,female,171.6,78.5,right,26,white
23840,female,151,67.6,right,39,black
23845,female,163.9,86.2,right,28,hispanic
23848,female,157.6,60.5,right,35,native_american
23850,female,167.7,95,right,40,black
23851,female,166.9,64.9,right,28,black
23852,female,159.2,61.6,right,34,black
23857,female,160.6,71.5,right,22,hispanic
23875,female,159.7,76.5,right,34,black
23884,female,161,65.2,right,22,white
23902,female,181.1,77.3,right,27,black
23903,female,163.9,73.4,right,42,white
23905,female,163.5,54.9,right,25,pacific_islander
23915,female,175.1,80.2,left,21,white
23916,female,162.6,69.5,right,25,white
23930,female,168.8,64.7,right,20,asian
23934,female,158.8,65.7,right,24,white
23939,female,163.5,87.1,right,33,white
23940,female,162.4,58,right,40,black
23944,female,163.4,79.6,right,42,black
23947,female,174.9,76.1,right,26,black
23954,female,164.6,57.6,right,22,black
23956,female,160,87,right,43,black
23962,female,160,76.6,right,37,black
23970,female,151.7,54.8,right,28,hispanic
23974,female,165.9,82.6,right,30,white
23978,female,171.8,65.1,right,27,white
23990,female,153.3,57,right,35,asian
23998,female,159.2,71.9,right,42,white
24072,female,163.6,72.6,left,23,black
24074,female,164.8,71.6,left,24,black
24077,female,166.9,83.2,right,24,white
24078,female,165.5,60.4,right,25,white
24087,female,177,76.4,right,22,black
24090,female,175.2,93.4,left,19,black
24094,female,174.1,57.3,right,24,white
24095,female,160.8,58.2,right,23,hispanic
24097,female,163.6,55.3,left,28,hispanic
24102,female,155.5,69.8,right,30,hispanic
24103,female,157.3,64,right,40,white
24107,female,162.3,59,left,25,white
24109,female,153.4,60.4,left,41,black
24110,female,154.3,66.6,right,36,hispanic
24112,female,174.4,67,right,28,black
24729,female,162.3,63.3,right,22,white
24732,female,158.7,61.8,right,26,hispanic
24733,female,156.3,64.5,right,36,white
24739,female,165.5,58.2,right,24,hispanic
24740,female,161.2,79.6,right,21,hispanic
24743,female,163.6,60.9,right,26,white
24746,female,170.9,82.3,right,27,pacific_islander
24782,female,154.7,56.7,right,23,black
24783,female,165.7,51,right,28,white
24786,female,169.5,60.1,right,25,white
25023,female,172,71.6,right,42,black
25024,female,158.7,68.1,right,30,white
25026,female,167.6,94,right,47,black
25031,female,172.6,68.6,right,22,white
25036,female,161.6,67.1,right,33,white
25038,female,174.7,68.9,right,28,black
25039,female,170.5,78.6,right,33,white
25040,female,168.5,70.4,right,51,black
25049,female,159.4,50.4,right,33,black
25050,female,168.7,59.8,right,33,white
25051,female,170,76,right,43,black
25052,female,165.8,78,right,41,black
25060,female,156.2,71.2,right,24,black
25062,female,165.8,66.5,right,31,white
25064,female,168.8,73.5,right,34,white
25071,female,152.4,54.4,right,28,white
25072,female,161.1,67.8,right,20,white
25074,female,162.7,64.8,either,24,black
25082,female,161.4,66.3,right,24,white
25085,female,159.8,77.9,right,22,black
25088,female,164.3,70.2,right,22,hispanic
25091,female,161.1,59.2,right,27,white
25092,female,152,56.3,either,23,white
25093,female,169.7,92.7,right,24,native_american
25094,female,164,80.1,right,40,black
25097,female,167.2,77.2,right,21,white
25099,female,166.2,70.4,right,26,hispanic
25100,female,160.1,59,right,20,hispanic
25105,female,158,64,right,24,white
25106,female,167.6,84.2,right,25,black
25116,female,153.6,54.6,left,21,white
25131,female,156.1,71.5,right,38,black
25147,female,147.5,57.5,right,21,hispanic
25180,female,153.2,52.2,right,22,black
25181,female,164.6,72.5,right,18,white
25204,female,165.7,51.7,right,21,white
25209,female,164.8,63.1,right,21,white
25210,female,158.6,53.7,right,18,black
25213,female,160.9,59.7,right,22,white
25215,female,156.2,60.7,right,26,hispanic
25218,female,150.7,57.7,right,18,hispanic
25219,female,146.8,49.9,right,22,white
25221,female,163.6,68.7,right,18,white
25222,female,158.5,68,right,30,hispanic
25224,female,160.7,63.2,left,29,white
25225,female,165.7,77.6,right,25,white
25226,female,160.6,63.8,left,33,white
25227,female,170.5,78.3,right,32,white
25235,female,160.5,60.2,right,29,black
25237,female,166.6,77.1,right,37,black
25239,female,163.5,61.7,right,23,hispanic
25241,female,149.8,46.2,right,29,asian
25243,female,161.9,59.1,right,19,white
25244,female,155.9,57.4,left,20,white
25248,female,163.9,62.1,right,21,black
25250,female,157.4,61.8,right,18,hispanic
25251,female,153,51.8,right,19,white
25252,female,155.2,63.1,right,18,hispanic
25253,female,157.2,65.3,left,18,hispanic
25256,female,167,64.6,right,18,black
25258,female,157.4,56.9,right,21,black
25259,female,163.6,66.1,right,18,black
25262,female,157.5,59.8,right,19,hispanic
25263,female,167.6,53.3,right,21,white
25264,female,170.5,75.5,right,19,hispanic
25266,female,160.3,70.2,right,19,hispanic
25268,female,159.3,65.5,right,21,hispanic
25270,female,161.1,64.4,right,21,black
25272,female,167.3,68,right,22,white
25277,female,168.9,71.5,right,18,white
25280,female,152.9,49.9,right,18,white
25281,female,160.2,52.3,either,18,white
25282,female,176.4,74,right,36,white
25286,female,164.8,75,right,49,black
25293,female,158.7,60.4,right,52,black
25294,female,149.2,43,right,22,black
25295,female,156.7,75,right,29,native_american
25296,female,156.3,71.6,right,27,black
25300,female,166.3,72.3,right,41,black
25306,female,161.7,76.5,right,19,hispanic
25307,female,168.3,66,right,21,black
25313,female,163.6,60,right,21,white
25318,female,162.8,69.5,right,21,hispanic
25319,female,153.6,63.7,right,20,hispanic
25321,female,153,60.2,right,18,white
25322,female,167.8,81.5,right,19,white
25323,female,168.2,77.3,right,19,black
25324,female,158.5,53.7,right,25,black
25326,female,158.8,67.2,right,29,white
25328,female,171.8,69.8,right,20,black
25330,female,165.5,80.9,right,19,white
25335,female,170.5,72.2,right,23,black
25337,female,160.8,63,right,20,white
25338,female,160.7,65.4,left,21,black
25339,female,149,48.4,right,21,white
25341,female,156.3,65.3,right,18,hispanic
25342,female,167.7,66.9,right,19,black
25343,female,161.5,66.8,right,22,hispanic
25344,female,157,67.2,right,18,black
25349,female,156.3,59.7,right,26,white
25352,female,162.7,65.8,right,30,black
25353,female,174.3,65.7,right,29,black
25356,female,163.5,68.1,right,54,black
25359,female,169.9,89.4,right,27,black
25360,female,150.3,64.3,right,21,black
25361,female,163.7,85.7,right,37,white
25363,female,154.4,56,right,23,black
25365,female,149.3,61.3,right,18,white
25366,female,164.5,66.2,right,18,white
25367,female,170.7,71.9,right,19,white
25368,female,161.1,58.6,right,19,white
25370,female,154.3,57.6,right,19,white
25372,female,160.4,56,right,19,white
25374,female,158.8,61.6,right,34,hispanic
25378,female,154.3,53.3,right,18,white
25379,female,163,67.8,right,29,white
25382,female,167.4,77.6,right,20,black
25383,female,156,65.8,left,19,white
25384,female,162,66.6,right,18,hispanic
25385,female,161.3,54.9,right,19,hispanic
25388,female,154.1,53.9,right,23,hispanic
25390,female,159.5,81.4,right,28,black
25392,female,160,61.1,right,21,white
25395,female,169,77.7,right,20,white
25400,female,161.2,72.5,right,18,white
25402,female,155.9,66.4,right,39,white
25408,female,167.8,80.6,right,20,white
25409,female,160.8,52.2,left,23,white
25410,female,155.9,47.8,right,20,white
25417,female,168.3,84.5,right,29,white
25427,female,158.6,68.5,right,18,hispanic
25429,female,164.6,64.6,right,18,white
25431,female,165.6,67.9,right,18,black
25432,female,151.5,50.9,right,19,white
25435,female,175.4,74.5,right,24,white
25437,female,169.9,67,right,23,white
25440,female,157.3,57.3,right,41,white
25445,female,165.7,59.7,right,23,white
25446,female,165.5,66.5,right,24,white
25457,female,150.2,50.5,right,24,asian
25458,female,165.3,74.9,right,28,white
25462,female,163.3,75.6,left,18,white
25467,female,158.5,63.4,left,24,asian
25472,female,163.2,76.8,right,19,white
25474,female,161.6,80.4,right,20,white
25476,female,167,76.2,right,32,white
25477,female,163.2,52.6,right,31,white
25479,female,164.8,65.3,right,41,black
25482,female,157.6,72.6,right,42,black
25487,female,160.6,55.7,right,31,white
25489,female,165.2,59.9,right,27,white
25495,female,162.5,75.9,right,24,white
25500,female,159.8,60.7,right,28,white
25501,female,161.8,66.9,right,28,white
25502,female,167.4,69.7,right,36,white
25506,female,156.3,61.4,right,27,hispanic
25509,female,172.8,74.2,left,39,black
25510,female,159,67.1,right,29,white
25511,female,163.6,57.7,right,28,asian
25515,female,165.5,80.3,right,44,black
25516,female,170.7,63.4,right,41,white
25523,female,167.6,68.1,right,21,white
25524,female,163.3,73.4,right,19,white
25525,female,160.7,67.2,right,19,white
25531,female,161.8,66.2,right,27,hispanic
25533,female,170.8,70.3,right,20,white
25535,female,173.5,70.9,right,22,white
25536,female,171.5,58.6,right,24,black
25540,female,157,49.3,right,42,white
25542,female,164.2,73.3,right,38,white
25546,female,178.8,99.6,right,40,white
25547,female,160,64.8,left,43,black
25548,female,167.5,72.9,right,26,white
25550,female,163.4,90.2,right,48,white
25551,female,157.6,75.4,right,41,white
25558,female,159.9,65.4,right,21,black
25559,female,159.8,70.8,right,29,white
25564,female,154.8,64.7,right,30,hispanic
25566,female,160.7,63.1,right,18,black
25574,female,168.6,66.6,right,32,black
25577,female,164,66.7,right,42,asian
25580,female,156.3,49.7,right,24,white
25583,female,159.1,55.8,right,32,hispanic
25587,female,167.8,92.1,right,29,black
25590,female,167,69.5,right,18,white
25592,female,152.9,56.3,right,19,asian
25594,female,161.6,60.3,right,18,white
25595,female,162,64.7,right,21,white
25596,female,151,64.2,right,21,hispanic
25601,female,162.6,70.1,right,28,white
25602,female,160,58.3,right,25,hispanic
25603,female,167.9,84.3,left,25,white
25606,female,160,69.6,either,22,white
25607,female,161.8,73.5,right,41,hispanic
25608,female,162.9,47,right,43,white
25609,female,165.1,60.8,right,33,white
25610,female,159.6,51.5,right,30,black
25614,female,165.4,71.7,either,45,black
25619,female,177.6,88.9,right,25,black
25621,female,154.6,53.2,right,38,hispanic
25625,female,167.6,74.7,right,35,white
25627,female,158.5,62.2,right,30,white
25628,female,159.4,57.4,right,35,white
25629,female,162.9,56.5,right,22,asian
25630,female,158.1,64.6,right,22,white
25632,female,161.4,52.9,right,28,white
25633,female,155.9,64.8,right,27,white
25637,female,169.7,75.1,right,27,black
25640,female,167.4,74,right,27,white
25642,female,169.2,75.8,right,31,white
25643,female,161.5,55.4,right,31,white
25644,female,176.2,85.2,right,44,black
25645,female,157.3,81.4,right,30,black
25646,female,167.4,82.4,right,30,black
25649,female,153.1,50.3,right,45,white
25651,female,150.5,60.7,right,28,hispanic
25653,female,170,69.2,right,26,black
25654,female,153.9,64,right,30,white
25655,female,162,65,right,21,white
25656,female,171.2,58,right,18,white
25658,female,155.4,60.1,right,18,hispanic
25659,female,159.8,60.1,right,22,black
25661,female,161.2,66.4,right,19,black
25665,female,170.7,70.3,right,40,black
25666,female,161.1,61.6,right,22,white
25674,female,159.9,65.4,left,33,asian
25679,female,156.9,58.9,right,22,black
25683,female,166.3,52.4,right,33,white
25686,female,166.6,70.6,left,18,white
25687,female,165.9,67.6,right,33,black
25688,female,154.3,62.3,right,27,hispanic
25689,female,157.1,62.8,right,20,white
25690,female,161.8,50.3,right,18,white
25694,female,161,59.9,left,23,black
25695,female,151.2,50.8,right,19,black
25696,female,155.5,52,right,18,black
25698,female,172.9,83.1,right,19,white
25699,female,159.3,62.2,right,20,white
25704,female,160.9,70.6,right,22,white
25705,female,164.8,66.7,right,18,white
25706,female,163.1,73,right,30,white
25707,female,171.2,84.2,right,35,white
25710,female,154.1,54.9,right,19,white
25712,female,166.3,60.9,right,20,black
25714,female,161.4,67,right,20,white
25715,female,159.8,71.1,right,20,white
25717,female,161.7,65.5,right,40,white
25718,female,165.8,77.1,right,23,asian
25722,female,164.2,66.8,right,18,black
25729,female,169.8,70.7,right,19,white
25744,female,164.8,75.7,right,18,white
25748,female,175.6,85.7,right,22,white
25751,female,165.1,67.8,either,19,white
25753,female,163.4,63,right,24,hispanic
25755,female,170.9,74.5,right,18,black
25756,female,168.6,56.4,right,20,black
25757,female,164.5,72.1,either,22,white
25758,female,156.5,64.6,left,19,black
25760,female,153.7,44.4,right,18,hispanic
25761,female,151.1,59.1,right,19,white
25762,female,164.9,69.6,right,22,white
25764,female,145.8,44.5,right,21,hispanic
25766,female,175.9,72.6,right,26,black
25769,female,155.8,70.7,right,18,white
25770,female,168.8,64.3,right,22,white
25772,female,158.1,65.4,right,20,black
25776,female,158.3,62.6,right,39,white
25777,female,164.3,73.6,right,28,black
25778,female,175.2,85.3,right,27,white
25780,female,160,75,right,38,white
25781,female,161.8,79.7,right,38,black
25783,female,171,83.7,right,43,white
25787,female,158.5,59,right,19,black
25791,female,159.5,51.2,right,18,white
25792,female,161.4,62.1,right,18,white
25793,female,166.3,81,right,27,white
25794,female,161.7,61.4,left,26,white
25797,female,159.6,54.4,right,19,black
25805,female,160.2,60.3,right,39,black
25808,female,169.4,79.2,right,25,white
25809,female,151,61.8,left,30,white
25810,female,153.4,60.3,right,41,asian
25812,female,163.4,88.5,left,45,black
25817,female,167.9,84.2,right,35,white
25823,female,161.8,79.8,right,43,white
25825,female,165.8,63.4,right,42,white
25826,female,164.3,56.1,right,41,white
25827,female,165.2,77.4,right,23,black
25828,female,161.5,73,right,29,black
25829,female,167.4,85,left,25,black
25830,female,152.7,64.3,right,50,black
25831,female,151.8,50.5,right,30,black
25833,female,165.3,72.9,right,47,black
25835,female,165.9,83.5,right,29,black
25837,female,157,46.3,right,28,asian
25838,female,157,80.2,right,28,black
25839,female,165.3,95.1,right,29,white
25846,female,171.2,58.2,right,25,black
25850,female,151.9,70.3,right,30,black
25851,female,170.2,101.9,right,27,black
25852,female,162.7,64.5,right,24,white
25854,female,151.6,72.1,right,27,black
25855,female,158.3,66.1,right,49,black
25859,female,164.7,58.9,left,30,black
25861,female,159.4,52.8,right,27,white
25862,female,161.7,62.3,right,55,black
25866,female,167.4,89.6,right,39,black
25867,female,160.5,83.3,right,32,hispanic
25868,female,164.9,91.6,right,50,native_american
25869,female,160.3,67.7,right,30,black
25871,female,162,53.5,right,26,white
25872,female,158.4,71.2,left,58,black
25873,female,157.9,52.7,right,35,black
25875,female,160.8,72.1,right,44,black
25876,female,165.6,58.9,right,37,white
25877,female,163.9,73.1,right,36,black
25880,female,163,62,left,23,white
25881,female,161.5,69.5,right,30,hispanic
25882,female,158.4,62,right,41,asian
25883,female,166.4,66.9,right,31,black
25888,female,154.5,54.3,right,40,asian
25890,female,168.8,64.8,right,28,white
25891,female,167.3,62.5,right,41,black
25892,female,164.7,64.3,right,43,black
25894,female,163.7,73.6,right,40,white
25895,female,178.7,82.4,right,32,white
25896,female,150.3,70.1,right,24,black
25901,female,156.2,69.9,right,45,white
25903,female,155.8,75.4,right,31,black
25905,female,157.6,64.7,right,44,black
25906,female,162.8,66.6,right,25,white
25909,female,174.8,83.1,left,41,white
25912,female,157.2,63.2,right,26,white
25913,female,174.3,74.6,right,20,white
25914,female,156.1,58.9,right,23,hispanic
25917,female,162.3,64.3,right,29,asian
25920,female,164.9,70.5,right,34,black
25923,female,166.1,76,right,34,black
25924,female,166.8,68,right,19,white
25926,female,172.2,69.5,right,25,white
25928,female,167.4,86.8,right,24,black
25930,female,166.3,65.3,right,23,white
25933,female,154.3,80.4,right,42,black
25934,female,156.1,67.3,right,23,black
25937,female,158.7,51.6,right,21,black
25939,female,149.5,52.6,right,40,asian
25941,female,164.5,91.4,right,22,white
25942,female,165.3,91.9,right,25,white
25943,female,168.5,75.7,right,46,white
25946,female,156.9,71.7,right,42,black
25950,female,165.6,73.8,right,31,black
25952,female,167.2,76.9,right,33,pacific_islander
25954,female,162.2,69.2,right,24,black
25955,female,166.4,60.9,right,22,hispanic
25958,female,163.6,59.6,right,37,white
25959,female,166.6,74,right,46,black
25960,female,155.8,80.4,right,46,black
25962,female,167.4,93.4,right,41,black
25963,female,153.4,56.8,right,27,hispanic
25964,female,163,62.6,either,44,black
25967,female,167.1,73.8,right,42,black
25968,female,178.9,80.8,right,20,white
25970,female,155.3,62.4,left,32,black
25973,female,167.3,77.5,right,37,asian
25977,female,159.8,63.1,right,25,white
25978,female,179.8,87.5,right,41,black
25979,female,164.1,65,left,25,black
25981,female,171.8,65,right,20,white
25982,female,156.8,63.8,left,19,hispanic
25985,female,165.2,64.2,right,25,black
25987,female,167.6,69.8,right,25,white
25989,female,159.5,83.1,right,36,black
25995,female,169.7,96.2,right,26,black
25996,female,170.3,93,right,44,white
25997,female,156.7,48.9,right,22,black
25998,female,155.4,53.6,right,28,black
25999,female,164.5,62.9,right,29,black
26000,female,162.5,51,right,23,black
26002,female,156,65.4,right,36,black
26003,female,150.1,58.8,right,23,black
26005,female,161.7,65,right,28,black
26011,female,166,67.9,left,21,white
26012,female,163.5,71.9,right,25,hispanic
26018,female,162.1,92,right,28,black
26021,female,159.6,61.8,right,23,white
26026,female,164.9,71.2,right,30,white
26027,female,159,64.3,right,31,white
26029,female,163,79.3,right,40,black
26030,female,150.5,57.5,right,31,hispanic
26031,female,159,68.6,right,25,white
26032,female,161.3,68.8,right,30,black
26033,female,162,77.8,right,43,black
26040,female,168.7,76.5,right,48,white
26041,female,161.3,59,left,38,white
26048,female,164.8,62.6,right,46,black
26049,female,182,90.8,left,24,black
26051,female,161.3,50,right,21,black
26053,female,171.9,68.8,right,24,white
26056,female,154.3,56.7,right,53,white
26061,female,167.4,62.2,right,27,hispanic
26062,female,166.2,70.7,right,30,black
26063,female,161.2,68.5,right,21,white
26066,female,160.5,57.1,right,21,white
26067,female,156,84.6,right,32,hispanic
26068,female,166.4,61.8,right,22,black
26070,female,166.2,67.2,right,31,black
26071,female,162,69.2,right,26,white
26072,female,156.7,46.9,right,20,black
26073,female,168.9,67.4,right,18,black
26074,female,157.6,52.9,right,21,black
26075,female,159.6,64.4,right,22,asian
26076,female,168.4,81.9,left,30,white
26078,female,170.2,68.3,right,21,white
26080,female,174.5,58.2,right,23,white
26081,female,159.9,53.2,right,31,white
26082,female,162.8,70.3,right,23,hispanic
26084,female,165.1,80.7,right,31,white
26086,female,159.2,56.9,right,42,white
26089,female,158.7,50.4,right,19,white
26090,female,162.8,74.3,right,21,black
26091,female,162.7,64.8,left,18,hispanic
26094,female,161.7,65.2,right,25,white
26097,female,158.2,54.8,right,25,hispanic
26098,female,153.7,56.1,right,33,black
26099,female,162.9,66.3,right,42,black
26100,female,164,57.7,right,20,hispanic
26102,female,167.5,79,right,25,black
26103,female,159.2,67.1,right,31,hispanic
26104,female,163.3,69.1,right,21,asian
26106,female,173.3,77.3,right,37,black
26107,female,161,62.2,right,27,black
26114,female,156.6,62,right,27,black
26121,female,163.9,69.1,right,26,white
26124,female,158,62.6,right,26,black
26125,female,155.7,58.7,right,22,black
26126,female,168.3,69.4,right,24,white
26127,female,159.7,64.7,right,22,white
26131,female,159.8,62.1,right,19,white
26132,female,161.3,69.8,right,18,white
26134,female,164.9,65.6,left,19,white
26137,female,167.2,60.2,left,20,white
26138,female,171.3,74.3,right,17,black
27066,female,164.1,74.4,right,37,hispanic
27067,female,161.2,63.3,right,18,white
27068,female,159.6,62.1,right,21,asian
27070,female,144.2,46.7,either,35,white
27071,female,155.5,63.9,right,30,hispanic
27072,female,149.7,57.9,right,24,hispanic
27073,female,161.2,70.8,right,25,hispanic
27074,female,169,69.8,left,26,white
27075,female,163.4,65.4,right,20,white
27076,female,150.9,54.2,right,18,asian
27084,female,158.2,59.3,right,20,black
27086,female,146.5,49.7,right,32,white
27089,female,154.5,52.6,right,26,white
27094,female,147.5,48,right,22,hispanic
27099,female,163.3,55.7,right,29,black
27104,female,163.1,72.4,right,30,white
27106,female,162.6,66.1,right,22,hispanic
27107,female,153.3,79.4,left,22,black
27211,female,155.3,57.2,either,23,white
27212,female,175.2,78.5,right,28,native_american
27213,female,161.8,67.6,right,23,hispanic
27217,female,163.4,53,right,23,hispanic
27218,female,168.9,77.7,right,24,white
27220,female,153.4,52.4,right,36,white
27223,female,162.9,60.1,right,22,white
27224,female,162.8,55.9,right,28,white
27228,female,160.3,53,right,24,black
27229,female,154.7,57.8,right,23,hispanic
27231,female,158.5,64.4,right,31,white
27232,female,163.8,69.3,left,22,white
27233,female,175.4,84.9,right,22,white
27234,female,162.3,60.7,right,24,asian
27236,female,161.4,62.3,right,22,white
27237,female,167.6,60.1,right,25,asian
27240,female,156,51.6,right,29,black
27241,female,163.7,50.5,right,42,white
27245,female,154.2,53.2,right,22,white
27437,female,153.6,56.6,right,29,hispanic
27438,female,161.3,73.2,right,23,black
27440,female,159.5,57.6,right,24,hispanic
27441,female,165.9,80.7,right,41,black
27442,female,156.4,62.2,right,22,white
27444,female,168.6,72.6,right,53,white
27446,female,167.8,71.1,right,25,white
27447,female,157.3,57.2,left,26,pacific_islander
27450,female,158.9,62.3,right,20,white
27451,female,162.1,60.2,left,18,white
