spell,old20,bnc,subtlex
arise,1.7,3294,105
ark,1.25,325,46
arks,1.3,16,3
arldess,2.8,0,0
arlect,2.3,0,0
arls,1.6,0,0
arm,1.35,9194,3239
armband,2.7,23,13
armbands,2.75,28,8
armbile,2.8,0,0
armchair,3.45,742,21
armchairs,3.5,223,3
armed,1.75,4798,1008
armful,2.35,68,12
armfuls,2.75,26,1
armhole,2.7,26,0
armholes,2.7,11,0
armhols,2.75,0,0
armiage,2.85,0,0
armies,2,1015,169
arming,1.75,54,46
armioned,3,0,0
armless,2.15,13,4
armlets,2.3,5,0
armoire,2.65,7,8
armour,1.95,896,80
armoured,2.4,561,52
armpit,2.75,84,50
armpits,2.7,129,49
arms,1.4,11143,2873
armth,2.05,0,0
army,1.8,11441,2796
arnouns,2.75,0,0
arnows,2.1,0,0
arorse,1.9,0,0
arort,1.95,0,0
arose,1.75,1588,42
arosed,1.9,0,0
around,1.8,45286,37074
arouse,1.7,322,62
aroused,1.75,909,113
aroves,1.75,0,0
arows,1.65,0,0
arpan,2,0,0
arpode,2.6,0,0
arpodes,2.75,0,0
arpone,2.15,0,0
arque,1.9,0,0
arrack,2.3,7,0
arraigned,2.85,32,32
arrange,2.3,2272,755
arranged,2.45,4064,816
arrant,1.9,15,5
arraps,1.9,0,0
arras,1.75,44,0
array,1.9,1142,78
arrayed,2.05,46,5
arrays,1.9,124,5
arrears,2.7,640,9
arreged,2.65,0,0
arrells,2.85,0,0
arrest,1.95,2212,2759
arrests,2.2,580,136
arrive,2.35,2912,942
arrived,2.3,8833,1933
arrives,1.95,889,466
arrops,1.95,0,0
arrord,2.55,0,0
arrorned,2.9,0,0
arrose,2.15,0,0
arrotte,2.75,0,0
arrouched,2.85,0,0
arroved,2.35,0,0
arrow,1.65,1040,287
arrows,1.7,596,163
arrs,1.5,0,0
arrudes,2.65,0,0
arrume,2.7,0,0
arrure,2.55,0,0
arse,1.65,555,188
arsebile,3.4,0,0
arsehole,2.95,82,17
arseholes,3.1,19,3
arsenic,2.9,148,47
arser,1.9,0,0
arses,1.7,29,16
arsher,1.9,0,0
arshers,1.95,0,0
arshes,1.8,0,0
arson,1.9,323,128
arsows,2.05,0,0
arste,1.95,0,0
arstered,2.55,0,0
arsters,1.95,0,0
arsye,2.15,0,0
art,1.05,15587,2890
artache,2.6,0,0
artalves,3,0,0
artbrace,3.35,0,0
artbreed,3.45,0,0
artbrow,3.25,0,0
artcase,2.8,0,0
artered,1.9,0,0
arters,1.65,0,0
artful,2.25,71,7
artist,1.85,4060,1418
artiste,2.3,35,29
artistes,2.5,71,4
artists,2,4049,360
artlack,2.85,0,0
artlacks,2.95,0,0
artle,2,0,0
artled,2,0,0
artler,1.9,0,0
artlers,1.9,0,0
artles,1.95,0,0
artless,1.95,31,3
artling,2,0,0
artlists,2.7,0,0
artmall,2.95,0,0
artnent,2.8,0,0
artnents,3,0,0
artnun,2.95,0,0
artnuns,3,0,0
artrer,2.05,0,0
artrimes,2.9,0,0
arts,1.2,5354,361
artsock,3,0,0
artstrap,3.65,0,0
artstrew,3.65,0,0
arttides,2.95,0,0
arttip,2.9,0,0
arttort,2.9,0,0
arttorts,2.9,0,0
arty,1.75,153,21
arude,1.85,0,0
arum,1.75,32,0
arvan,2,0,0
arvas,1.85,0,0
arves,1.85,0,0
aryan,1.95,51,0
aryans,2.2,14,0
as,1,517788,99083
asade,1.95,0,0
asades,1.95,0,0
asaids,2.1,0,0
asan,2,0,0
asass,1.9,0,0
asaws,1.95,0,0
ascact,2.75,0,0
ascad,2,0,0
ascaft,2.7,0,0
ascans,1.9,0,0
ascend,1.9,130,43
ascends,2.1,45,3
ascent,1.7,505,16
ascents,1.75,86,1
ascer,1.95,1,0
aschess,2.5,0,0
ascole,2.45,0,0
ascribe,2.65,113,4
ascribed,2.7,379,2
ascribes,2.7,38,0
ascrise,2.8,0,0
ascude,2.35,0,0
ascudes,2.5,0,0
ascures,2.1,0,0
asdice,2.45,0,0
asdise,2.65,0,0
asdised,2.8,0,0
ased,1.55,0,0
asedess,2.7,0,0
asee,1.9,0,0
aseem,1.95,0,0
aseft,2,0,0
asers,1.75,0,1
asgent,1.8,0,0
asgert,2,0,0
ash,1.15,1263,127
ashait,2.5,0,0
ashamed,2.3,1100,1366
ashdess,2.75,0,0
ashen,1.9,80,2
ashes,1.35,538,442
ashits,1.95,0,0
ashore,1.95,647,311
ashoved,2.4,0,0
ashpen,2.45,0,0
ashstall,3.75,0,0
ashtan,2.65,0,0
ashtray,2.7,232,156
ashtrays,2.8,92,31
ashy,1.85,16,9
asia,1.9,3049,1
asian,1.95,1941,13
asians,1.95,303,1
asias,1.9,0,0
aside,1.8,3613,1067
asides,1.8,54,1
asit,1.85,0,0
asjered,2.4,0,0
ask,1.45,19401,22282
askance,2.9,55,3
asked,1.8,33420,10932
askew,1.9,85,9
asking,1.85,6468,6452
asks,1.55,1983,840
aslacts,2.7,0,0
aslant,2.35,10,0
aslaw,1.95,0,0
asleep,2.4,2466,2485
aslyred,2.85,0,0
asmots,2.2,0,0
asmured,2.2,0,0
asmust,2.6,0,0
asocks,1.95,0,0
asoft,1.9,0,0
asoi,2,0,0
asoln,2.15,0,0
asols,1.95,0,0
asop,1.85,0,0
asorts,1.85,0,0
asosks,2.7,0,0
asoused,1.95,0,0
asown,1.95,0,0
asoys,2,0,0
asp,1.4,66,6
aspades,2.4,0,0
aspect,1.95,4352,197
aspects,2.25,7291,135
aspen,1.9,65,9
aspens,1.95,2,3
aspes,1.7,0,0
asphalt,2.8,98,45
aspic,2,29,14
aspire,1.85,224,54
aspired,1.9,154,8
aspires,1.85,52,7
aspirin,2.55,323,355
aspirins,2.6,42,25
aspote,2.45,0,0
asps,1.55,3,3
asque,2,0,0
asques,2,0,0
asrit,2,0,0
ass,1.2,320,11381
assaced,2.4,0,0
assail,2.3,27,4
assailed,2.7,127,2
assails,2.35,5,0
assalled,2.65,0,0
assards,2.45,0,0
assasks,2.75,0,0
assault,2.75,2271,824
assaults,2.8,431,46
assay,1.9,493,8
assayed,2.05,135,1
assays,1.9,222,1
assbile,2.75,0,0
asseased,2.5,0,0
asseaved,2.75,0,0
asseipt,2.8,0,0
assent,1.75,416,4
assents,1.75,14,0
assert,1.8,698,42
asserts,1.8,329,12
asses,1.4,59,565
assess,1.9,2675,73
assessed,2.5,2218,23
asset,1.7,2046,192
assets,1.7,4330,254
asshole,2.7,49,2713
assholes,2.75,16,514
assians,2.5,0,0
asside,1.9,0,0
assign,2.35,381,126
assigned,2.65,1222,613
assigns,2.4,101,11
assill,2.5,0,0
assills,2.55,0,0
assinged,2.7,0,0
assist,1.95,2534,378
assists,2.2,170,15
assit,1.85,0,0
assize,2.3,45,0
assobs,2.4,0,0
assoits,2.6,0,0
assones,2.45,0,0
assooths,2.95,0,0
assorts,2.05,3,0
assosed,2.6,0,0
assote,2.3,0,0
assoused,2.65,0,0
assown,2.6,0,0
assuage,2.55,59,6
assuaged,2.6,51,2
assuced,2.35,0,0
assued,1.85,0,0
assuice,2.75,0,0
assume,2.3,4117,1648
assumed,2.35,4372,576
assumes,2.35,1009,55
assure,1.85,971,1011
assured,1.85,2247,312
assures,1.85,134,42
asteive,2.85,0,0
asteived,3,0,0
aster,1.25,23,0
astern,1.75,74,47
asters,1.5,14,0
asthessed,3.3,0,0
asthma,3,653,182
astide,1.95,0,0
astir,1.9,5,1
astled,1.95,0,0
astlide,2.75,0,0
astling,1.95,0,0
asto,1.85,0,0
astood,2.65,0,0
astound,2.6,19,21
astounds,2.75,6,6
astral,2.35,52,40
astraud,2.85,0,0
astray,2.1,172,74
astride,2.4,148,8
astripe,2.3,0,0
astrisks,2.85,0,0
astrives,2.35,0,0
astrow,2.65,0,0
astry,1.9,0,0
asts,1.45,0,0
astures,1.9,0,0
astute,2.6,247,50
asty,1.65,0,0
asur,2,0,0
asurs,2,0,0
at,1,478178,153482
atake,1.85,0,0
atang,1.95,0,0
atch,1.4,3,0
ate,1,1756,1695
athed,1.9,0,0
athens,2,1083,0
athews,1.95,0,0
athinned,2.7,0,0
athlete,2.85,366,222
athletes,2.8,475,153
athrall,2.75,0,0
aths,1.75,0,0
athur,2.05,0,0
athus,1.95,0,0
athwart,2.85,15,2
atights,1.9,0,0
atill,1.85,0,0
atiln,2,0,0
atinged,2,0,0
atiors,2.1,0,0
atirt,2,0,0
atirts,2,0,0
atived,2,0,0
atlas,1.95,259,19
atoll,1.9,59,22
atolls,1.9,32,2
atom,1.85,552,125
atoms,1.9,1056,84
atone,1.75,33,40
atoned,1.8,10,1
atop,1.85,140,43
atplains,2.85,0,0
atplant,2.85,0,0
atread,1.95,0,0
atrie,2,0,0
atrorb,2.85,0,0
atrourts,2.95,0,0
attach,2.3,808,112
attached,2.4,3939,607
attack,2.1,9527,3636
attacked,2.35,2900,1202
attacks,2.3,3395,577
attag,2.35,0,0
attail,2.05,0,0
attain,2.05,459,47
attained,2.25,556,40
attains,2.2,53,2
attar,1.95,6,1
attempt,2.75,11432,956
attempts,2.95,5186,214
attend,1.95,3590,691
attends,2.3,248,24
attest,1.85,69,22
attests,2.4,57,1
attic,1.9,650,379
attics,1.9,63,7
attines,1.95,0,0
attiph,2.7,0,0
attired,2.05,86,11
attle,1.75,0,0
attles,1.8,0,0
attoined,2.6,0,0
attorbs,2.7,0,0
attorm,2.55,0,0
attormed,2.75,0,0
attorsed,2.8,0,0
attosh,2.6,0,0
attract,2.5,2545,288
attracts,2.55,458,59
atunge,2.55,0,0
atunged,2.45,0,0
aturn,1.9,0,0
aturred,2.25,0,0
aturts,2,0,0
atus,1.95,0,1
atuse,1.9,0,0
atyp,1.95,1,0
atyps,2.1,0,0
aubels,2.1,0,0
auburn,2.6,108,8
auced,1.9,0,0
auction,1.85,1327,428
auctioned,2.6,155,26
auctions,2.05,206,18
audballs,3.2,0,0
audeer,2.5,0,0
audience,2.85,5480,1241
audit,1.9,2268,57
audits,1.95,222,6
aufer,1.95,0,0
auger,1.8,39,11
augers,1.85,7,0
aughers,2.1,0,0
aughing,1.95,0,0
aughings,2.9,0,0
aught,1.8,62,15
aughtbound,4.15,0,0
aughties,2.6,0,0
aughtling,3.1,0,0
aughtlings,3.85,0,0
aughts,1.9,0,0
aughtworm,3.9,0,0
aughty,2.2,0,0
augment,2.35,158,12
augments,2.4,19,1
augur,2,42,1
augured,2.4,18,1
augurs,2.1,23,0
august,2.4,8037,17
auk,1.85,34,2
auks,1.85,28,0
aulas,1.8,0,0
aules,1.75,0,0
aulie,2,0,0
auling,1.75,0,0
aulm,1.95,0,0
auls,1.65,0,0
auly,1.8,0,0
aunchen,2.2,0,0
aunching,1.75,0,0
aunnies,1.8,0,0
aunots,2,0,0
aunstials,3.75,0,0
aunt,1.4,3068,912
aunter,1.75,0,0
auntie,2.55,675,82
aunties,1.95,29,7
aunts,1.45,238,71
auphar,2.8,0,0
auphars,2.85,0,0
aura,1.9,418,76
aural,1.8,101,3
auras,1.85,6,10
ause,1.5,0,0
aussie,2.45,198,0
aussies,1.85,116,0
austere,2.45,307,10
austria,2.8,1289,0
austrian,2.75,717,0
austrians,2.95,98,0
autcheen,3.2,0,0
autchies,2.65,0,0
autchly,2.95,0,0
author,2.45,4352,352
authors,2.5,2510,65
autle,2,0,0
autles,2,0,0
autnent,2.75,0,0
autnents,2.85,0,0
auto,1.9,256,289
autos,1.9,10,3
autoun,2.65,0,0
autumn,2.8,3918,140
autumns,2.85,4,2
auves,1.95,0,0
auxwash,3.45,0,0
avail,1.95,359,41
availed,2,30,3
avails,1.95,4,3
aved,1.4,0,0
avenge,1.95,97,130
avenged,1.85,48,43
avens,1.75,24,0
aver,1.6,16,4
averred,2.45,31,0
avers,1.5,12,0
averse,1.85,143,15
avert,1.7,224,23
averts,1.8,12,0
avid,1.75,166,20
avief,2.1,0,0
avill,2,0,0
avioned,2.8,0,0
avite,2,0,0
avives,2,0,0
avoid,1.85,7973,1177
avoids,2.25,446,23
avote,1.95,0,0
avow,1.9,3,2
avowed,1.95,110,2
avows,1.9,4,0
await,1.9,521,172
awaits,1.9,244,197
awake,1.75,1412,1315
awakes,1.8,20,16
awant,1.9,0,0
awants,1.9,0,0
award,1.8,15114,489
awards,1.9,2373,175
aware,1.85,10764,1807
awash,1.85,173,13
away,1.85,38747,36915
awdes,1.9,0,0
awds,1.7,0,0
awe,1.3,527,93
awed,1.3,127,6
aweigh,2.65,3,12
awes,1.4,2,0
awesome,2.95,397,1255
awestruck,3.8,44,3
awful,2.35,3044,3046
awhe,1.9,0,0
awheap,2.75,0,0
awhile,2.5,89,478
awipe,1.9,0,0
awise,1.85,0,0
awish,1.8,0,2
awked,1.8,0,0
awks,1.65,0,0
awkward,2.85,1577,710
awl,1.6,45,2
awled,1.85,0,0
awls,1.65,0,0
awning,1.65,74,24
awnings,2.1,55,3
awo,1.65,0,0
awoke,1.85,371,67
awood,1.95,0,0
awooth,2.7,0,0
aword,1.85,0,2
awow,1.9,0,0
awped,1.85,0,0
awry,1.85,102,26
awse,1.8,0,0
awur,2,0,0
awuy,1.9,0,0
axe,1.45,791,229
axed,1.6,195,14
axes,1.2,435,33
axing,1.85,44,3
axiom,2.55,91,7
axioms,2.55,66,1
axis,1.8,1041,33
axle,1.8,166,49
axles,1.85,55,3
ay,1,252,52
ayah,1.85,19,0
ayards,1.9,0,0
aybence,2.9,0,0
aybent,2.2,0,0
aybents,2.6,0,0
aybo,1.95,0,0
aydran,2.8,0,0
aye,1.25,5166,663
ayed,1.45,0,0
ayes,1.35,23,9
ayshay,2.8,0,0
ayst,1.85,0,0
aze,1.15,0,0
azure,2,106,10
azz,1.95,0,0
ba,1,1003,123
baa,1.5,137,12
baaed,1.75,0,0
baas,1.5,19,10
baban,2,0,0
babbed,1.55,0,0
babbing,1.6,0,0
babble,1.6,112,43
babbled,1.7,35,10
babbling,1.85,67,150
babe,1.45,201,1328
babeats,2.65,0,0
babel,1.8,73,0
babes,1.55,117,159
babied,1.95,5,5
babies,1.85,2449,1582
baboon,2.2,90,80
baboons,2.4,83,31
babu,1.85,6,0
baby,1.85,9070,22729
bacan,1.95,0,0
baccy,2,32,1
bace,1.15,0,0
baced,1.45,0,0
bached,1.7,0,0
baching,1.7,0,0
bacing,1.45,0,0
back,1,102327,98533
backache,3,74,13
backaches,2.9,6,7
backbench,3.6,130,0
backbone,2.8,378,82
backbones,2.8,26,6
backbosks,3.05,0,0
backchat,3.2,25,1
backcliffs,3.85,0,0
backclink,3.6,0,0
backclip,3.35,0,0
backclips,3.5,0,0
backcloth,2.95,73,0
backcloths,3.25,4,0
backcombed,3.7,12,0
backdate,2.7,9,0
backdeeds,3.3,0,0
backdoor,2.8,29,24
backdrop,3,436,24
backdrops,3.1,47,2
backed,1.3,2520,374
backer,1.6,79,48
backers,1.7,179,32
backgright,4.6,0,0
background,3.65,6171,865
backgrounds,3.75,753,49
backhand,2.5,35,34
backies,2,0,0
backing,1.3,2020,305
backings,1.95,11,0
backlabs,2.85,0,0
backlash,2.85,266,7
backlax,2.9,0,0
backless,2.1,20,15
backlode,2.75,0,0
backlog,2.8,202,14
backlogs,2.75,14,1
backmoat,2.75,0,0
backoche,3.3,0,0
backoiled,2.95,0,0
backpaced,2.8,0,0
backrand,2.6,0,0
backrend,2.85,0,0
backroar,2.85,0,0
backrocks,2.95,0,0
backroom,2.7,55,24
backrose,2.85,0,0
backs,1.15,1414,391
backseat,2.8,16,112
backshade,2.8,0,0
backshounts,4.05,0,0
backside,2.55,284,78
backsides,2.55,41,15
backslice,2.8,0,0
backslide,2.8,5,1
backsolves,3.7,0,0
backspace,2.95,76,0
backspade,2.85,0,0
backstage,3,192,243
backstairs,3.5,23,10
backstand,2.65,0,0
backstands,2.75,0,0
backstashed,4.05,0,0
backstay,2.8,14,0
backstoves,3.45,0,0
backstow,2.95,0,0
backstraps,3.2,0,0
backstroke,3.95,43,12
backteem,3.55,0,0
backtrack,3.2,41,22
backtracked,3.65,18,7
backtracks,3.25,5,0
backtrot,2.95,0,0
backtush,3.3,0,0
backup,2.1,263,802
backups,2.6,22,22
backwade,2.7,0,0
backwades,2.75,0,0
backward,2.4,657,141
backwards,2.45,1806,633
backwash,2.9,43,12
backwoods,2.8,26,27
backy,1.75,0,0
backyard,2.45,126,350
backyards,2.45,28,12
bacon,1.85,1462,461
bacos,1.9,0,0
bacoste,2.9,0,0
bacrus,2.15,0,0
bacty,1.9,0,0
bad,1,15468,26037
baddered,2.25,0,0
baddoo,2.95,0,0
baddoos,2.95,0,0
bade,1.1,141,22
bades,1.25,0,0
badge,1.65,555,741
badger,1.75,353,49
badgered,2.45,28,10
badgers,1.8,287,6
badges,1.65,275,94
badhet,2.05,0,0
badhets,2.25,0,0
badle,1.7,0,0
badly,1.8,4337,1286
badness,1.85,32,23
bafe,1.55,0,0
bafel,1.95,0,0
bafer,1.75,0,0
baffed,1.8,0,0
baffein,2.85,0,0
baffes,1.9,0,0
baffle,1.85,56,8
baffled,1.8,345,47
baffles,1.8,31,18
baffling,2.15,113,13
baffs,1.8,0,0
bafoi,2.75,0,0
bafting,1.7,0,0
bafts,1.75,0,0
bag,1,5338,4600
baged,1.3,0,0
bagful,2.25,14,5
baggage,2.85,465,300
bagged,1.3,105,91
bagging,1.3,43,42
baggling,1.8,0,0
baggy,1.85,265,42
bagit,1.95,0,0
bagles,1.75,0,0
bagny,1.95,0,0
bagpipe,2.85,24,13
bagpipes,2.8,98,29
bagrope,2.9,0,0
bags,1,2198,1419
bagued,1.95,0,0
bagwapes,3.2,0,0
bah,1.25,27,25
bahrain,2.75,166,0
baid,1.25,0,0
baide,1.75,0,0
baids,1.5,0,0
baigreesh,3.8,0,0
bail,1.1,1023,793
bailed,1.25,117,138
bailee,1.85,44,0
bailees,2.25,6,0
bailey,1.75,1045,1
baileys,2.1,35,0
bailiff,2.85,184,46
bailiffs,2.9,166,7
bailing,1.35,44,71
bailment,2.6,33,0
bailor,2.15,19,0
bails,1.2,17,10
baim,1.65,0,0
bained,1.65,0,0
baineys,2.6,0,0
bainians,2.75,0,0
bainipe,2.95,0,0
baint,1.7,0,0
baipsing,2.7,0,0
baircul,2.95,0,0
baired,1.7,0,0
bairn,1.85,66,11
bairns,1.85,96,0
bairs,1.5,0,0
baise,1.8,0,0
baisees,2.05,0,0
baistes,1.95,0,0
bait,1.65,563,457
baited,1.75,72,17
baiths,1.85,0,0
baiting,1.7,82,36
baits,1.7,135,9
baize,1.95,75,0
bake,1,502,267
baked,1.05,664,302
baker,1.3,2226,83
bakers,1.5,157,9
bakes,1,27,27
baking,1.15,604,166
baksheesh,3.8,4,5
balance,2.25,8857,706
balanced,2.5,1994,116
balbim,2.85,0,0
balbims,2.8,0,0
balbled,1.95,0,0
bald,1.55,636,439
baldened,2.75,0,0
balder,1.9,26,5
balders,1.9,0,0
baldest,1.95,5,0
balding,1.9,176,28
baldly,1.85,50,0
baldmess,2.75,0,0
baldness,2,47,11
baldraid,3.55,0,0
baldrics,3.1,3,0
balds,1.6,0,0
bale,1,145,71
baleful,2.45,87,5
bales,1,176,9
balfs,1.75,0,0
balgess,2.35,0,0
balia,1.95,0,0
balics,1.95,0,0
balied,1.85,0,0
balk,1.3,25,2
balked,1.55,33,9
balkie,2.35,0,0
balks,1.35,4,1
balkway,2.75,0,0
ball,1,7573,4973
ballad,1.9,197,57
ballade,2.6,16,1
ballades,2.65,8,0
ballads,2.05,195,20
ballal,2.1,0,0
ballans,1.95,0,0
ballast,2.2,123,54
ballcock,2.85,9,2
ballet,1.65,1261,428
ballets,1.65,249,11
ballils,2.35,0,0
balloats,2.55,0,0
balloms,1.95,0,0
balloon,2.15,651,422
ballooned,2.8,28,3
balloons,2.35,385,224
ballose,2.65,0,0
balloss,1.95,0,0
ballosts,2.45,0,0
ballot,1.85,1012,61
ballots,1.85,147,15
ballpoint,3.4,50,17
ballpoints,3.6,6,1
ballroom,2.7,327,169
ballrooms,2.7,14,1
balls,1.1,1534,1927
bally,1.25,32,10
ballyl,2,0,0
balm,1.55,104,28
balmnent,2.9,0,0
balmnents,3.15,0,0
balms,1.6,3,1
balmy,1.75,75,26
balping,1.9,0,0
balps,1.75,0,0
balsa,1.9,22,5
balsam,2.5,38,1
balsams,2.55,4,1
balthen,2.6,0,0
balve,1.75,0,0
balves,1.75,0,0
bamalls,2.75,0,0
bamarned,3,0,0
bamb,1.75,0,0
bambing,1.85,0,0
bamboo,2.6,290,70
bamboos,2.6,23,4
bambs,1.75,0,0
bame,1.1,0,0
bamewoot,3.65,0,0
bamies,1.95,0,0
bamly,1.9,0,0
bammard,2.8,0,0
bammards,2.85,0,0
bammed,1.7,0,0
bammet,2.2,0,0
bammets,2.6,0,0
bammoon,2.6,0,0
bamn,1.85,0,0
bamna,2,0,0
bamp,1.55,0,0
bamped,1.75,0,0
bamper,1.75,0,0
bample,1.9,0,0
bampled,1.95,0,0
bamples,1.95,0,0
bampling,1.95,0,0
bamppounts,3.8,0,0
bamps,1.55,0,0
bamy,1.75,0,0
ban,1,3150,125
banal,1.9,170,14
banced,1.7,0,0
banched,1.85,0,0
banches,1.7,0,0
bancing,1.7,0,0
band,1,6759,2485
bandage,2.3,253,137
bandaged,2.45,129,25
bandans,1.95,0,0
bandbox,2.8,3,1
bandeau,2.75,5,0
banded,1.5,130,9
bandied,1.75,52,11
banding,1.4,167,6
bandit,1.95,77,126
bandits,2,147,133
bands,1.15,2282,251
bandsman,2.55,7,0
bandsmen,2.65,27,0
bandstand,2.95,51,24
bandstands,3.1,4,0
bandstocks,3.7,0,0
bandstone,2.9,0,0
bandwax,2.85,0,0
bandy,1.55,32,16
bane,1,69,24
baneer,1.8,0,0
baneers,1.8,0,0
baneful,2.35,10,1
baneing,1.8,0,0
banen,1.95,0,0
baners,1.7,0,0
banfreys,2.95,0,0
bang,1.1,1296,625
bangboy,2.85,0,0
bange,1.45,0,0
banged,1.55,443,154
bangeers,2.15,0,0
bangees,1.85,0,0
bangeing,1.95,0,0
banger,1.35,77,28
bangers,1.45,54,21
banging,1.6,499,386
bangle,1.6,18,2
bangles,1.6,53,3
bangs,1.4,128,82
banish,1.9,147,60
banished,2,345,92
banjo,1.95,45,76
banjos,2.3,4,4
bank,1,17932,3822
banked,1.35,167,22
banker,1.25,604,225
bankers,1.35,880,97
banking,1.4,2179,130
banknote,3.35,16,6
banknotes,3.4,110,11
bankroll,3.25,13,56
bankrope,3,0,0
bankrough,3.8,0,0
bankrupt,2.8,742,136
bankrupts,3.25,20,4
banks,1.15,7032,497
banlaid,2.8,0,0
banlaids,2.9,0,0
banmumns,3.75,0,0
banmurl,3,0,0
bannand,2.75,0,0
banned,1.55,1858,132
bannem,1.9,0,0
bannems,2.2,0,0
banner,1.6,571,127
banners,1.7,329,38
banning,1.6,481,18
bannock,2.9,12,17
banns,1.75,33,7
banprie,3,0,0
banquet,2.75,362,256
banquets,2.8,74,7
banrus,2,0,0
bans,1,265,1
banse,1.8,0,0
banshee,2.7,43,29
banshees,2.75,21,12
bant,1.25,0,0
bantam,2.6,84,3
bantams,2.75,23,0
banted,1.3,1,0
bantel,1.9,0,0
banter,1.6,181,67
bantered,1.85,9,0
bantieu,2.7,0,0
bantu,1.95,52,0
baoer,1.85,0,0
baoers,1.95,0,0
bapan,1.9,0,0
bape,1.25,0,0
baper,1.7,0,0
bapes,1.35,0,0
bapied,1.95,0,0
bapies,1.95,0,0
baping,1.55,0,0
bapped,1.5,0,0
bapper,1.85,0,0
bappers,1.9,0,0
bapping,1.5,0,0
bappling,1.95,0,0
bapsed,1.95,0,0
bapt,1.75,0,0
baptist,2.35,460,5
baptists,2.45,99,3
baptize,2.6,18,35
baptized,2.75,244,98
baq,1.6,0,0
bar,1,8008,3980
baral,1.95,0,0
barb,1.55,54,4
barbed,1.65,290,60
barbel,1.75,113,0
barbels,1.85,17,0
barber,1.7,432,223
barbers,1.8,30,10
barble,1.7,0,0
barbs,1.65,166,12
barcher,1.9,0,0
barchered,2.9,0,0
barchers,1.9,0,0
barches,1.65,0,0
barching,1.8,0,0
bard,1,126,16
bardays,2.75,0,0
bardic,2.5,24,1
bardoe,2.4,0,0
bards,1.25,29,1
bare,1,2384,401
bareback,2.85,18,20
bared,1,148,18
barefaced,2.8,12,4
barefoot,3.35,230,103
barely,1.9,2297,1336
bareness,1.85,10,0
barer,1.4,6,1
bares,1,13,3
barest,1.85,61,5
barfing,1.8,2,15
bargain,2.5,1157,592
bargained,2.85,124,37
bargains,2.65,308,28
barge,1.6,336,188
barged,1.55,57,30
bargee,1.8,10,1
bargeer,2,0,0
bargees,1.9,3,0
bargeman,2.8,3,0
bargemen,2.7,23,2
bargenen,2.7,0,0
barges,1.65,211,11
barging,1.75,50,86
bargished,2.75,0,0
bargles,1.75,0,0
baricked,2.6,0,0
barine,1.85,0,0
baring,1.15,122,7
barium,2.7,153,18
bark,1,596,240
barked,1.25,331,17
barker,1.5,426,4
barkers,1.65,22,1
barking,1.35,480,397
barks,1.15,69,133
barl,1.3,0,0
barled,1.6,0,0
barley,1.9,587,31
barls,1.5,0,0
barm,1.35,15,0
barmaid,2.7,147,33
barmaids,2.75,13,5
barman,1.9,377,19
barmed,1.5,0,0
barmen,1.85,42,3
barmhop,3,0,0
barmy,1.85,108,4
barn,1.1,1333,609
barnails,2.8,0,0
barned,1.45,0,0
barns,1.2,267,20
barnyard,2.95,11,42
baron,1.7,795,165
barons,1.8,398,36
baroque,2.85,550,7
barots,1.9,0,0
barping,1.65,0,0
barps,1.5,0,0
barrack,2.65,89,15
barracked,2.75,14,0
barracks,2.75,640,200
barrage,2,443,49
barray,1.95,0,0
barrays,2.35,0,0
barred,1.45,609,62
barrel,1.8,879,519
barrelled,2.85,25,1
barrels,1.9,559,138
barren,1.8,425,72
barrier,1.75,1602,155
barriers,1.8,1460,47
barrine,1.95,0,0
barring,1.55,173,23
barrock,2.45,0,0
barroined,2.95,0,0
barrot,1.85,0,0
barrove,2.8,0,0
barroved,2.55,0,0
barrow,1.55,568,10
barrows,1.6,79,3
barrussed,3.2,0,0
bars,1,2438,890
barsh,1.8,0,0
barter,1.6,169,41
bartered,1.85,31,5
barters,1.65,3,0
bartes,1.7,0,0
bartin,1.95,0,0
barting,1.4,0,0
bartnent,2.95,0,0
barvo,2,0,0
barzine,2.45,0,0
basalt,2.45,113,10
basap,2,0,0
basbered,2.6,0,0
basbers,1.95,0,0
basce,1.9,0,0
base,1.1,9152,1584
baseball,3,423,1145
baseboard,2.75,13,9
baseboards,2.85,3,3
baseen,2,0,0
baseless,2.25,37,17
baseline,2.6,522,37
baselines,2.8,32,1
basement,2.45,841,1052
basements,2.55,31,29
basemess,2.65,0,0
baseness,1.9,7,2
baser,1.7,36,7
bases,1,1612,166
basest,1.9,6,11
bash,1,277,129
bashed,1.35,99,53
bashes,1.15,11,5
bashful,2.55,47,59
bashing,1.45,139,32
bashy,1.8,1,0
basic,1.8,11227,716
basics,1.95,411,110
basift,2.3,0,0
basil,1.8,798,17
basin,1.8,1217,68
basins,1.85,319,7
basis,1.55,14449,608
bask,1.25,85,25
basked,1.4,49,1
basket,1.75,1351,643
baskets,1.8,479,83
basking,1.45,111,16
basks,1.3,18,0
basots,2,0,0
basous,1.95,0,0
basped,1.75,0,0
baspnen,2.95,0,0
bass,1,1891,306
bassed,1.45,0,0
basseits,2.6,0,0
basses,1.3,138,3
basset,1.8,40,10
bassets,1.8,6,1
bassoon,2.5,89,13
bassoons,2.7,43,1
basspours,3.75,0,0
bast,1,14,2
bastard,2.35,1403,2862
bastards,2.45,528,814
bastarn,2.55,0,0
bastboll,3.4,0,0
baste,1.5,18,13
basted,1.2,10,7
bastes,1.5,1,0
basting,1.25,29,3
bastion,2.15,133,18
bastions,2.3,65,3
basts,1.05,0,0
